contig00174,0
contig01173,2
contig01305,8
contig00952,4
contig00410,1
contig00676,1
contig00540,7
contig01174,0
contig00923,7
contig00057,2
contig00169,4
contig01080,0
contig01161,2
contig01308,2
contig00511,1
contig00105,0
contig00437,0
contig00719,2
contig00597,3
contig00253,4
contig00669,1
contig01298,6
contig00639,2
contig00561,6
contig00992,29
contig00362,0
contig01374,0
contig00022,13
contig00129,1
contig00029,1
contig01168,2
contig01058,1
contig00049,0
contig00836,2
contig00204,0
contig01284,6
contig01292,4
contig01193,0
contig00573,0
contig00819,2
contig00464,1
contig01002,2
contig00086,4
contig01379,5
contig00380,0
contig01122,3
contig00759,1
contig00789,2
contig00218,0
contig00171,0
contig01232,4
contig00784,1
contig00244,0
contig01191,0
contig00443,0
contig00914,2
contig00321,1
contig01350,0
contig01336,4
contig01342,0
contig00132,0
contig00855,0
contig00970,0
contig00320,1
contig00081,0
contig00381,1
contig00245,5
contig00866,1
contig00004,1
contig00947,8
contig01263,0
contig01283,5
contig01271,1
contig01020,7
contig00885,1
contig00937,7
contig01356,0
contig01326,20
contig00399,0
contig00663,0
contig01112,0
contig00896,5
contig00230,0
contig01313,20
contig00484,0
contig00046,1
contig00225,2
contig00799,1
contig00296,0
contig00040,1
contig01278,17
contig00742,0
contig01353,0
contig00943,0
contig01315,1
contig00124,0
contig01180,1
contig00974,1
contig00911,0
contig00766,2
contig00235,5
contig01331,8
contig00731,1
contig00984,1
contig00476,1
contig00694,1
contig00423,0
contig01367,0
contig00555,3
contig00191,0
contig01031,4
contig00816,0
contig00234,3
contig00470,1
contig00729,1
contig00776,2
contig01072,2
contig01231,0
contig00723,0
contig00242,3
contig00920,9
contig00404,2
contig01319,1
contig00827,1
contig00036,2
contig00910,3
contig00696,0
contig00549,0
contig00378,0
contig00574,1
contig00739,0
contig01357,0
contig01375,3
contig00773,2
contig00795,0
contig00552,0
contig00454,0
contig00983,8
contig00345,0
contig00782,1
contig00661,2
contig01351,0
contig01296,3
contig00438,0
contig00163,1
contig00938,0
contig00806,1
contig00995,16
contig01021,1
contig00612,1
contig01049,1
contig00116,1
contig00926,2
contig00421,0
contig01241,1
contig00929,0
contig00774,2
contig00832,1
contig01107,0
contig01037,5
contig00520,2
contig01208,0
contig00904,7
contig00950,1
contig01047,4
contig00560,6
contig00182,0
contig01140,2
contig00238,13
contig00507,1
contig00894,2
contig00031,0
contig00698,1
contig00641,0
contig01036,2
contig00882,1
contig00262,0
contig00005,1
contig00864,0
contig00451,1
contig01056,4
contig00546,0
contig00905,1
contig00537,1
contig01257,1
contig00586,6
contig01282,17
contig00738,0
contig00384,2
contig00825,4
contig01179,4
contig00740,1
contig00488,1
contig01117,1
contig00591,2
contig00881,5
contig00478,4
contig01277,2
contig00737,0
contig00512,0
contig01145,0
contig00387,1
contig00581,4
contig01028,0
contig00770,12
contig01225,0
contig01245,5
contig01340,2
contig01159,3
contig00942,1
contig00991,0
contig01053,0
contig00717,0
contig00265,0
contig01165,1
contig00971,6
contig00479,2
contig01175,1
contig01192,0
contig00052,1
contig00944,0
contig00118,1
contig00278,0
contig01327,0
contig00353,0
contig00709,1
contig01212,2
contig00735,0
contig00571,1
contig00406,3
contig00998,6
contig00708,0
contig01332,2
contig00948,2
contig00840,3
contig00044,3
contig00595,1
contig00211,0
contig01198,3
contig01314,2
contig01244,1
contig00715,0
contig00743,0
contig01104,2
contig00648,0
contig01323,4
contig00228,5
contig01154,1
contig00718,0
contig01129,0
contig00754,0
contig01302,0
contig00724,1
contig00130,2
contig00940,2
contig00295,0
contig00422,0
contig00633,1
contig01081,0
contig01060,3
contig00416,0
contig01252,0
contig00673,2
contig00680,0
contig00807,2
contig00647,1
contig01341,1
contig01176,1
contig00513,3
contig01158,2
contig01275,1
contig01141,2
contig01194,1
contig00255,0
contig00975,1
contig00529,0
contig00500,0
contig00804,0
contig01169,0
contig01301,6
contig00427,0
contig00858,0
contig00987,6
contig01115,3
contig00829,7
contig00632,0
contig00981,7
contig00710,3
contig00173,2
contig00658,2
contig00932,0
contig00626,1
contig00432,1
contig00600,0
contig00787,4
contig00690,0
contig01016,0
contig00203,2
contig01221,0
contig01214,1
contig00393,0
contig01133,0
contig00389,16
contig01299,1
contig00424,0
contig00165,0
contig01321,2
contig01077,0
contig00016,1
contig00903,13
contig00223,2
contig00157,2
contig00607,0
contig01143,1
contig01067,1
contig00207,0
contig01023,5
contig01015,2
contig00011,0
contig00558,0
contig01109,1
contig01160,2
contig01101,1
contig00583,0
contig00442,0
contig00630,0
contig01083,1
contig01188,0
contig00398,1
contig00637,1
contig00843,0
contig00967,0
contig00727,5
contig01008,1
contig00822,14
contig00924,7
contig00074,0
contig00360,0
contig00205,0
contig00356,3
contig00922,5
contig00854,0
contig01006,1
contig00414,1
contig00122,0
contig00912,9
contig00249,11
contig00428,0
contig00771,0
contig00168,0
contig01384,1
contig01224,1
contig00441,0
contig00514,5
contig00525,6
contig00059,2
contig00649,0
contig00570,0
contig00083,8
contig01254,1
contig01206,2
contig00407,0
contig00783,2
contig00236,5
contig00066,3
contig00664,0
contig00374,2
contig00965,0
contig00978,1
contig00453,1
contig01182,0
contig00089,0
contig01368,7
contig00035,3
contig00412,0
contig00055,2
contig00674,1
contig00672,1
contig00813,0
contig00309,2
contig00332,0
contig01288,8
contig01025,2
contig00495,1
contig00247,9
contig01248,0
contig00898,0
contig00219,0
contig00206,0
contig00187,1
contig01099,1
contig01138,0
contig01337,7
contig00530,4
contig00883,1
